identifiant;nom_etablissement;annee_emission;milieu;polluant;quantite;unite
0007000646;BONDUELLE EUROPE LONG LIFE (BELL) ex BCI;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10700000;kg/an
0007000648;ETABLISSEMENTS BOCAHUT SAS.;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);102000000;kg/an
0007000656;Sucrerie de BOIRY;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);90900000;kg/an
0007000658;TEREOS France;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);129000000;kg/an
0007000661;MC CAIN ALIMENTAIRE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);18500000;kg/an
0007000673;ASCOMETAL LES DUNES;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10900000;kg/an
0007000683;ALVANCE ALUMINIUM DUNKERQUE SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);482000000;kg/an
0007000688;FORGITAL-DEMBIERMONT SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10400000;kg/an
0007000706;SCORA;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11600000;kg/an
0007000720;Ferroglobe Manganèse France SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);126000000;kg/an
0007000727;RENAULT DOUAI SNC;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);24400000;kg/an
0007000742;DAUDRUY VAN CAUWENBERGHE et FILS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);17000000;kg/an
0007000749;REFINAL INDUSTRIES;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);18400000;kg/an
0007000750;RECYTECH;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);70100000;kg/an
0007000757;INGREDIA;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);43900000;kg/an
0007000785;EQIOM Cimenterie de Lumbres;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);567000000;kg/an
0007000789;POLYNT COMPOSITES FRANCE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10200000;kg/an
0007000794;VERSALIS FRANCE SAS Dunes;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);634000000;kg/an
0007000821;NYRSTAR FRANCE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);19500000;kg/an
0007000824;APERAM ISBERGUES;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);25700000;kg/an
0007000825;GRAFTECH FRANCE SNC;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);43900000;kg/an
0007000832;MAUBEUGE CONSTRUCTION AUTOMOBILE (MCA);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);21700000;kg/an
0007000846;MC CAIN ALIMENTAIRE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);29100000;kg/an
0007000851;LAMINES MARCHANDS EUROPEENS (LME);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);60500000;kg/an
0007000887;SOCIETE DE TRANSMISSIONS AUTOMATIQUES;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);36400000;kg/an
0007000936;TEREOS Sucrerie de Lillers;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);144000000;kg/an
0007000938;TEREOS FRANCE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);52100000;kg/an
0007000956;ARCELORMITTAL FRANCE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);5852000000;kg/an
0007000962;IMERYS ALUMINATES - Usine de Dunkerque;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);146000000;kg/an
0007000976;CALAIS ENERGIE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);21500000;kg/an
0007000987;VENATOR Pigments France;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11100000;kg/an
0007001005;DALKIA;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);51800000;kg/an
0007001030;SICAL;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);18300000;kg/an
0007001046;LESIEUR;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);13600000;kg/an
0007001051;TEREOS (ex SICA PULPES DE BOIRY);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);34800000;kg/an
0007001053;CIDEME;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);106000000;kg/an
0007001157;NESTLE PURINA PETCARE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);24600000;kg/an
0007001170;DALKIA (Chaufferie du CHR) COGE SANTE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);33500000;kg/an
0007001176;LESAFFRE (Société Industrielle);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);43400000;kg/an
0007001213;MONS ENERGIE(Chaufferie ZUP de Mons);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);21100000;kg/an
0007001214;RESONOR;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);65600000;kg/an
0007001304;WIZPAPER SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);27300000;kg/an
0007001335;O-I FRANCE SAS usine de WINGLES;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);38600000;kg/an
0007001494;COGESTAR;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);19000000;kg/an
0007001630;DESVRES Maubeuge;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);21500000;kg/an
0007001833;TATA STEEL MAUBEUGE SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);45900000;kg/an
0007002235;CIDEME;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);78300000;kg/an
0007002398;LIBERTY ASCOVAL;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);22000000;kg/an
0007002401;COVALYS ex-VALNOR (CVE ANTARES);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);278000000;kg/an
0007002413;OPALE ENVIRONNEMENT (CET);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);12900000;kg/an
0007002731;TOYOTA M.M.F.;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);15800000;kg/an
0007002969;EDILIANS ( Ex IMERYS TC);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10500000;kg/an
0007201287;TERREAL;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);35100000;kg/an
0007201362;AHLSTROM MUNKSJÖ SPECIALTIES;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);39900000;kg/an
0007201542;CIMENTS CALCIA sas;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);519000000;kg/an
0007201820;IMERYS REFRACTORY MINERALS CLERAC;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);31700000;kg/an
0007202617;Séché Eco-Industries;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);15700000;kg/an
0007202778;ROUSSELOT ANGOULEME SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);26200000;kg/an
0007203926;Ciments Calcia;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);440000000;kg/an
0007300024;EDF Corse;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);221000000;kg/an
0007300025;EDF Corse;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);26700000;kg/an
0007402350;CPCU ST-OUEN III;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);113000000;kg/an
0010000033;MANUFACTURE FRANCAISE DES PNEUMATIQUES MICHELIN;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);12200000;kg/an
0010000149;CHARTRES METROPOLE TRAITEMENT VALORISATI;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);33400000;kg/an
0010000451;Cristal Union - Etablissement Toury;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);17600000;kg/an
0010000473;UVEA;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);117000000;kg/an
0010000504;LHOIST FRANCE OUEST;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);72000000;kg/an
0010000577;INTERNATIONAL COOKWARE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);12900000;kg/an
0010000648;Ciments Calcia - SITE DE VILLIERS AU BOUIN;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);246000000;kg/an
0010000663;PAPETERIES PALM;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10000000;kg/an
0010000729;DALKIA SCBC- DR Centre Ouest;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);15800000;kg/an
0010000974;ARCEVAL (CIDEME);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);61000000;kg/an
0010001019;S.I.D.E.S.U.P;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);21300000;kg/an
0010001145;ESSITY OPERATIONS FRANCE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);93200000;kg/an
0010001395;SUEZ RV Energie - AMILLY;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);21000000;kg/an
0010001557;TEREOS FRANCE Site d'Artenay;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);125000000;kg/an
0010001612;SOCOS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);16900000;kg/an
0010001618;SOFLEC;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10800000;kg/an
0010001770;STORENGY;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);34900000;kg/an
0010002253;Etablissement de PITHIVIERS LE VIEIL;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);27200000;kg/an
0010002254;CRISTAL UNION Etablissement de CORBEILLES;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);31700000;kg/an
0010003779;MALTERIES FRANCO SUISSES;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);13500000;kg/an
0010003878;CIMENTS CALCIA - SITE DE BEFFES;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);324000000;kg/an
0010004012;SUEZ RV Centre Ouest - ISDND Sonzay;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);22200000;kg/an
0010004585;SWISS KRONO;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);156000000;kg/an
0010100059;COGESTAR;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);25600000;kg/an
0010400032;SUEZ RR IWS CHEMICALS FRANCE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);133000000;kg/an
0010400059;BALTHAZARD ET COTTE- CARRIERES ET CHAUX;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);67900000;kg/an
0010400157;UIOM de PONTCHARRA;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);13000000;kg/an
0016300107;O-I MANUFACTURING FRANCE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);23900000;kg/an
0025000023;VALEST;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);14800000;kg/an
0005102027;SECODE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);24100000;kg/an
0005103811;ESIANE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);151000000;kg/an
0005200110;CORENSO France SA;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);18000000;kg/an
0005200156;CHAUX DE ST ASTIER SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);23200000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);109000000;kg/an
0005200391;PAPETERIES DE BEGLES (SAPB);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);26100000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);920000000;kg/an
0005200678;RIVE DROITE ENVIRONNEMENT SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);103000000;kg/an
0005200859;SOVAL;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);48800000;kg/an
0005201349;VERMILION REP S.A.S.;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);15300000;kg/an
0005201464;SITCOM côte sud des Landes;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);81800000;kg/an
0005201506;Usine DRT Castets;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);16500000;kg/an
0005201691;GASCOGNE PAPIER;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);378000000;kg/an
0005201748;SÉBASTIEN LABARRIERE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);21300000;kg/an
0005201807;EGGER Panneaux & Décors;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);113000000;kg/an
0005202241;ATEMAX FRANCE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11700000;kg/an
0005202243;SOGAD S.A.;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);23000000;kg/an
0005202270;BRUYERES & Fils;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);14700000;kg/an
0005202639;BEARN URBASER ENERGIE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);62500000;kg/an
0005205229;COGESTAR SNC;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);45300000;kg/an
0005300625;SUEZ RV NORMANDIE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11700000;kg/an
0005300961;LISIEUX ENERGIE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11400000;kg/an
0005301060;COOPERATIVE ISIGNY SAINTE MERE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);76700000;kg/an
0005302209;Société Fromagère de DOMFRONT;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);13900000;kg/an
0005401144;APERAM STAINLESS FRANCE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);40700000;kg/an
0005401201;COM COM Sénonais UIOM;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);19200000;kg/an
0005500040;LNA LAITERIE NOUVELLE DE L ARGUENON;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);23700000;kg/an
0005600022;ADISSEO FRANCE S.A.S;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);50700000;kg/an
0005701701;CIMENTS CALCIA;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);772000000;kg/an
0005701946;DISLAUB;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);43500000;kg/an
0005702129;CRISTAL UNION;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);107000000;kg/an
0005702463;VEOLIA-VALEST _ CSD2;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);13700000;kg/an
0005800349;ESSO RAFFINAGE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);1831000000;kg/an
0005800375;ASHLAND SPECIALTIES France;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);12600000;kg/an
0005800379;Résocéane;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);28300000;kg/an
0005800409;RENAULT S.N.C.;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);22600000;kg/an
0005800429;AHLSTROM-MUNKSJO SPECIALTIES;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11700000;kg/an
0005800585;KIMBERLY CLARK SNC;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11400000;kg/an
0005800763;BARRY CALLEBAUT FRANCE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11900000;kg/an
0005801049;VERRERIES BROSSE SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);13000000;kg/an
0005801362;TARANIS DU ROUVRAY;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);177000000;kg/an
0005801788;FICOBEL;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);74400000;kg/an
0005802143;EDF;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);435000000;kg/an
0005802360;TRIADIS SERVICES;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);31300000;kg/an
0005900985;PROVALT JURA Unité 1 / PRODIA Unité 2;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);43200000;kg/an
0005901195;CF2P SAS (ex IKEA INDUSTRY FRANCE);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);47400000;kg/an
0005902597;SYBERT UIOM;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);37000000;kg/an
0005902685;INOVYN France;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);65000000;kg/an
0006000275;CENTRALE ENERGIE DECHETS LIMOGES (CEDLM);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);35500000;kg/an
0006000385;INTERNATIONAL PAPER;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);754000000;kg/an
0006102585;SAICA PAPER EL (EX EMIN LEYDIER );2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);154000000;kg/an
0006102785;Chaufferie Dreyfus;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11800000;kg/an
0006103190;TREDI;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);213000000;kg/an
0006103718;STEP St-Fons Grand Lyon;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);19000000;kg/an
0006104447;RDM LA ROCHETTE  SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);128000000;kg/an
0006105221;OSIRIS GIE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);194000000;kg/an
0006106990;ONYX AUVERGNE RHONE ALPES;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);28900000;kg/an
0006200104;Brasserie Champigneulles;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10200000;kg/an
0006200472;ESTIA;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);14200000;kg/an
0006200529;SUEZ RV NORD EST;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);15100000;kg/an
0006200725;VICAT (usine de Xeuilley);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);372000000;kg/an
0006200909;AHLSTROM-MUNKSJÖ STENAY SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);26700000;kg/an
0006201196;SUEZ RV Nord Est;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11000000;kg/an
0006201203;SOVITEC FRANCE SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);12600000;kg/an
0006201364;ARCELORMITTAL ATLANTIQUE ET LORRAINE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);255000000;kg/an
0006201922;SUEZ RV NORD EST;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);22500000;kg/an
0006202396;EGGER PANNEAUX ET DECORS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);137000000;kg/an
0006207102;TPF;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);25800000;kg/an
0006207526;FROMAGERIE HENRI HUTIN;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);18700000;kg/an
0006300911;HUHTAMAKI LA ROCHELLE - HLR;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);14700000;kg/an
0006301010;SOCIETE LAITIERE DE MAYENNE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);25200000;kg/an
0006301184;ACI Usine du Mans;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);13900000;kg/an
0006301328;NADIC;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);13100000;kg/an
0006301637;SPEM Pointe - ETF;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);27700000;kg/an
0006302155;CONSEIL DEPART CENTRE VALOR  ENERG;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);53800000;kg/an
0006302382;BOUYER LEROUX SA;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);38100000;kg/an
0006303597;ANJOU POUDRAGE INDUSTRIE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);31400000;kg/an
0006303646;BOUYER LEROUX SA;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);44800000;kg/an
0006303984;PIGEON CHAUX SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);53300000;kg/an
0006400001;ALTEO GARDANNE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);181000000;kg/an
0006400259;LAFARGEHOLCIM CIMENTS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);166000000;kg/an
0006400297;VALOMED- UIOM ANTIBES;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);127000000;kg/an
0006400445;SMURFIT KAPPA PAPETERIE ALFA D'AVIGNON;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);19200000;kg/an
0006400874;Fibre- Excellence;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);787000000;kg/an
0006400956;OXOCHIMIE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);24100000;kg/an
0006401008;Basell Polyoléfines France SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);907000000;kg/an
0006401009;FIGENAL;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);90400000;kg/an
0006401061;EDF CCG de Martigues;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);1065000000;kg/an
0006401519;LAVERA ENERGIES;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);260000000;kg/an
0006401622;CHAUX DE LA TOUR;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);112000000;kg/an
0006402706;EURENCO Sorgues;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);24100000;kg/an
0006403649;BMI MONIER;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);14700000;kg/an
0006501929;SILEC CABLE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10300000;kg/an
0006501956;SAFRAN AIRCRAFT ENGINES;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);23800000;kg/an
0006502229;FRANCE BUILDING PERFORMANCE SA;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);12500000;kg/an
0006505963;BOUQUEVAL ENERGIE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);94500000;kg/an
0006506270;ENERTHERM;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);15000000;kg/an
0006506365;IDEX ENERGIES (SEMECO);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);29600000;kg/an
0006506369;Chaufferie de Bondy;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10300000;kg/an
0006506939;SIAAP;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);139000000;kg/an
0006600262;LAFARGE HOLCIM;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);553000000;kg/an
0006601105;DALKIA FRANCE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10900000;kg/an
0006601697;Société EVOLIA;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);89200000;kg/an
0006700426;DOW France SAS (ex ROHM AND HAAS);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);19600000;kg/an
0006700467;PSA Peugeot Citroën SNC Mulhouse;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);27100000;kg/an
0006700513;BUTACHIMIE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);237000000;kg/an
0006700536;Sénerval UVE;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);198000000;kg/an
0006700632;KRONENBOURG SUPPLY COMPANY SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);23700000;kg/an
0006700642;ESSITY (ex TISSUE FRANCE);2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);18400000;kg/an
0006700653;TRONOX France SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);25900000;kg/an
0006700746;COGERI;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);19900000;kg/an
0006702686;TRONOX FRANCE SAS;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10200000;kg/an
0006802150;ANDROS Usine Andros;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);18300000;kg/an
0006802181;Aubert et Duval usine de Pamiers;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);14700000;kg/an
0006802238;VOA VERRERIE OUVRIERE D' ALBI SA;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);70000000;kg/an
0006802285;SAS GELATINES WEISHARDT;2020;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);15200000;kg/an
